sr_no,age_group,gender,residential_area,education_level,employment_status,monthly_income,current_brand,model_name,current_price_range,usage_duration,purchase_source,top_3_reasons,most_used_feature,upgrade_frequency,purchase_preference,resale_consideration,satisfaction,next_brand_preference,next_priority,next_budget,foldable_interest,indian_brand_preference
269,18 - 25,Female,Rural,Graduation,Employed,"Below 10,000",Xiaomi,redmi note 9,"Below 10,000",More than 3 years,Local Retail Store,"Battery life, Storage & RAM, Price & affordability",Communication,Only when my phone stops working,Offline (Retail Store),Yes,No,Vivo,Budget/ Price,"Below 10,000",Yes,Yes
270,18 - 25,Female,Rural,Post-graduation & Above,Student,"10,000 - 25,000",Realme,mi note 6,"10,000 - 20,000",More than 3 years,Local Retail Store,"Battery life, Display quality, Price & affordability",Web browsing,Only when my phone stops working,Whichever gives the best deal,No,Yes,Motorola,"Features (camera, battery, performance, etc)","20,000 - 40,000",Maybe,Yes
271,18 - 25,Female,Urban,10th - 12th,Student,"10,000 - 25,000",Vivo,vivo t2x 5g,"10,000 - 20,000",6 months - 1 year,Local Retail Store,"Camera quality, Storage & RAM, Price & affordability",Web browsing,Only when my phone stops working,Whichever gives the best deal,No,Yes,Realme,Budget/ Price,"10,000 - 20,000",Maybe,Yes
272,18 - 25,Male,Rural,Graduation,Employed,"25,000 - 50,000",Oppo,oppo f21 pro 5g,"20,000 - 40,000",More than 3 years,Local Retail Store,5G support,Social media,Every 2 years,Brand Showroom,Yes,Yes,Apple,"Features (camera, battery, performance, etc)","Above 70,000",No,Yes
273,18 - 25,Male,Urban,Post-graduation & Above,Student,"Below 10,000",Xiaomi,note 4,"Below 10,000",6 months - 1 year,Second hand,Battery life,Web browsing,Only when my phone stops working,Online,Yes,No,Unknown,,"40,000 - 70,000",No,
274,18 - 25,Male,Urban,Graduation,Self-Employed,"Below 10,000",Apple,iphonee 15,"Above 70,000",6 months - 1 year,Brand Outlet/Showroom,"Camera quality, Processor performance, Brand reputation, 5G support, Software & UI Experience, After-Sales Service",Communication,Only when my phone stops working,Whichever gives the best deal,Yes,Yes,Apple,Budget/ Price,"Above 70,000",,No
275,18 - 25,Male,Urban,Graduation,Student,"10,000 - 25,000",IQOO,neo 6 5g,"20,000 - 40,000",1 - 3 years,Local Retail Store,"Processor performance, Storage & RAM, Price & affordability",Social media,Every 3+ years,Offline (Retail Store),No,Yes,iQOO,Performance & Speed,"40,000 - 70,000",No,No
276,26 - 35,Male,Rural,Post-graduation & Above,Employed,"10,000 - 25,000",OnePlus,oneplus,"20,000 - 40,000",More than 3 years,Local Retail Store,"Camera quality, Storage & RAM, Price & affordability, 5G support",Office works,Only when my phone stops working,Offline (Retail Store),No,Yes,,"Features (camera, battery, performance, etc)","40,000 - 70,000",Maybe,Yes
277,18 - 25,Male,Rural,Post-graduation & Above,Employed,"50,000 - 1,00,000",Xiaomi,redmi y3,"Below 10,000",More than 3 years,Local Retail Store,"Camera quality, Battery life, Storage & RAM",Office works,Only when my phone stops working,Offline (Retail Store),No,Yes,Vivo,5G support,"20,000 - 40,000",Maybe,No
278,18 - 25,Male,Rural,Post-graduation & Above,Employed,"10,000 - 25,000",Xiaomi,redmi 8,"Below 10,000",More than 3 years,Local Retail Store,"Battery life, Display quality, Storage & RAM",Office works,Only when my phone stops working,Offline (Retail Store),No,Yes,Poco,"Features (camera, battery, performance, etc)","20,000 - 40,000",Maybe,No
279,18 - 25,Female,Rural,Graduation,Student,"25,000 - 50,000",Vivo,y28 5g,"10,000 - 20,000",Less than 6 months,Brand Outlet/Showroom,"Camera quality, Battery life, Storage & RAM",Social media,Only when my phone stops working,Brand Showroom,Yes,Yes,Apple,"Features (camera, battery, performance, etc)","Above 70,000",Yes,Yes
280,18 - 25,Male,Rural,Post-graduation & Above,Employed,"Below 10,000",Oppo,oppo a77,"10,000 - 20,000",More than 3 years,Local Retail Store,"Battery life, Storage & RAM, Software & UI Experience",Communication,Only when my phone stops working,Offline (Retail Store),No,Yes,Apple,5G support,"20,000 - 40,000",Maybe,No
281,36 - 50,Male,Urban,10th - 12th,Self-Employed,"10,000 - 25,000",Xiaomi,realme 8,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Camera quality, Battery life, Price & affordability",Camera,Every 3+ years,Whichever gives the best deal,No,Yes,Realme,"Features (camera, battery, performance, etc)","10,000 - 20,000",Maybe,Yes
282,26 - 35,Male,Urban,Graduation,Employed,"10,000 - 25,000",Motorola,razr 40 ultra,"40,000 - 70,000",6 months - 1 year,Brand Outlet/Showroom,"Battery life, Processor performance, Display quality, Storage & RAM, Brand reputation, 5G support, Software & UI Experience",Social media,Only when my phone stops working,Online,No,Yes,Motorola,"Features (camera, battery, performance, etc)","40,000 - 70,000",Yes,No
283,18 - 25,Female,Urban,Graduation,Student,"Below 10,000",OnePlus,oneplus nord ce4,"20,000 - 40,000",6 months - 1 year,Brand Outlet/Showroom,"Camera quality, Storage & RAM, 5G support",Other,Every 2 years,Brand Showroom,No,Yes,Apple,Brand reputation,"20,000 - 40,000",Yes,Yes
284,18 - 25,Male,Urban,10th - 12th,Student,"25,000 - 50,000",Other,lava blaze x 5g,"10,000 - 20,000",Less than 6 months,Local Retail Store,"Display quality, Price & affordability, 5G support",Social media,Only when my phone stops working,Offline (Retail Store),No,Yes,Vivo,Performance & Speed,"20,000 - 40,000",No,Yes
285,26 - 35,Male,Rural,Post-graduation & Above,Employed,"25,000 - 50,000",Vivo,v2029,"10,000 - 20,000",More than 3 years,Local Retail Store,"Battery life, Storage & RAM, Price & affordability",Office works,Only when my phone stops working,Offline (Retail Store),No,Yes,Redmi,"Features (camera, battery, performance, etc)","20,000 - 40,000",Yes,No
286,26 - 35,Male,Urban,Post-graduation & Above,Employed,"25,000 - 50,000",Xiaomi,redmi 9power,"10,000 - 20,000",More than 3 years,Online,Price & affordability,Communication,Only when my phone stops working,Offline (Retail Store),No,No,Vivo,Budget/ Price,"10,000 - 20,000",No,No
287,18 - 25,Male,Urban,Graduation,Student,"Below 10,000",Other,moto g64 5g,"10,000 - 20,000",Less than 6 months,Online,"Camera quality, Battery life, Processor performance, Storage & RAM, Brand reputation, 5G support, Software & UI Experience",Communication,Only when my phone stops working,Online,No,Yes,Motorola,Performance & Speed,"10,000 - 20,000",Maybe,Yes
288,18 - 25,Male,Urban,Graduation,Student,"Below 10,000",Oppo,oppo a15s,"Below 10,000",1 - 3 years,Local Retail Store,"Battery life, Processor performance, Software & UI Experience",Web browsing,Only when my phone stops working,Whichever gives the best deal,Yes,No,Samsung,Brand reputation,"20,000 - 40,000",Maybe,Yes
289,Below 18,Female,Urban,Below 10th,Student,"10,000 - 25,000",Oppo,oppo a77,"Below 10,000",More than 3 years,Local Retail Store,"Camera quality, Battery life, Display quality",Communication,Only when my phone stops working,Offline (Retail Store),No,Yes,OnePlus,"Features (camera, battery, performance, etc)","20,000 - 40,000",No,No
290,36 - 50,Male,Rural,Graduation,Employed,"25,000 - 50,000",Xiaomi,redmi note 9,"10,000 - 20,000",More than 3 years,Local Retail Store,"Camera quality, Display quality, Storage & RAM",Office works,Only when my phone stops working,Offline (Retail Store),No,Yes,Apple,"Features (camera, battery, performance, etc)","20,000 - 40,000",Maybe,No
291,26 - 35,Male,Rural,Graduation,Employed,"25,000 - 50,000",Vivo,vivo a53,"20,000 - 40,000",More than 3 years,Local Retail Store,"5G support, Software & UI Experience, After-Sales Service",Office works,Only when my phone stops working,Offline (Retail Store),No,Yes,OnePlus,"Features (camera, battery, performance, etc)","20,000 - 40,000",Maybe,No
292,36 - 50,Male,Rural,10th - 12th,Employed,"10,000 - 25,000",Xiaomi,redmi 7,"Below 10,000",More than 3 years,Local Retail Store,"Camera quality, Battery life, Display quality",Communication,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Vivo,"Features (camera, battery, performance, etc)","10,000 - 20,000",Maybe,No
293,36 - 50,Female,Urban,10th - 12th,Employed,"10,000 - 25,000",Vivo,vivo pro,"10,000 - 20,000",More than 3 years,Local Retail Store,"Battery life, Processor performance, Display quality",Communication,Every 3+ years,Offline (Retail Store),No,Yes,Realme,"Features (camera, battery, performance, etc)","10,000 - 20,000",Maybe,No
294,18 - 25,Female,Rural,Graduation,Employed,"10,000 - 25,000",Samsung,samsung galaxy note,"10,000 - 20,000",1 - 3 years,Online,"Battery life, Display quality, Software & UI Experience",Communication,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Vivo,5G support,"20,000 - 40,000",Maybe,No
295,26 - 35,Female,Rural,10th - 12th,Employed,"10,000 - 25,000",Realme,realme note pro,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Price & affordability, Software & UI Experience, After-Sales Service",Communication,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Poco,Brand reputation,"10,000 - 20,000",No,No
296,Below 18,Male,Urban,10th - 12th,Student,"25,000 - 50,000",Xiaomi,redmi note5,"Below 10,000",Less than 6 months,Second hand,"Camera quality, Battery life, Storage & RAM",Other,Every year,Offline (Retail Store),No,Yes,Apple,5G support,"20,000 - 40,000",Yes,Yes
297,36 - 50,Female,Urban,Below 10th,Employed,"10,000 - 25,000",Samsung,samsung galaxy,"10,000 - 20,000",1 - 3 years,Second hand,"Camera quality, Battery life, Storage & RAM",Communication,Only when my phone stops working,Offline (Retail Store),No,Yes,Vivo,"Features (camera, battery, performance, etc)","10,000 - 20,000",Yes,No
298,Below 18,Male,Urban,10th - 12th,Student,"10,000 - 25,000",Realme,realme note,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Camera quality, Brand reputation, After-Sales Service",Social media,Every 3+ years,Brand Showroom,Yes,Yes,Samsung,5G support,"20,000 - 40,000",No,Yes
299,18 - 25,Female,Rural,Graduation,Student,"10,000 - 25,000",Xiaomi,redmi7,"Below 10,000",More than 3 years,Local Retail Store,"Camera quality, Battery life, Price & affordability",Communication,Only when my phone stops working,Brand Showroom,Yes,No,Lava,Software updates & longevity,"Below 10,000",Maybe,Yes
300,36 - 50,Male,Urban,Post-graduation & Above,Self-Employed,"Above 1,00,000",Apple,iphonee 15,"Above 70,000",1 - 3 years,Online,"Camera quality, Processor performance, Storage & RAM, Brand reputation, 5G support, Software & UI Experience",Web browsing,Only when my phone stops working,Online,No,Yes,Samsung,"Features (camera, battery, performance, etc)","Above 70,000",Yes,No
301,Below 18,Female,Urban,Graduation,Student,"10,000 - 25,000",Realme,realme c61,"10,000 - 20,000",1 - 3 years,Brand Outlet/Showroom,"Battery life, Display quality, Price & affordability",Social media,Every 3+ years,Brand Showroom,No,Yes,Vivo,Budget/ Price,"20,000 - 40,000",Yes,Yes
302,26 - 35,Male,Urban,Post-graduation & Above,Employed,"25,000 - 50,000",Apple,iphonee,"Above 70,000",More than 3 years,Brand Outlet/Showroom,"Camera quality, Battery life, Processor performance, Display quality, Storage & RAM, Price & affordability, Brand reputation, 5G support, Software & UI Experience, After-Sales Service",Office works,Every year,Brand Showroom,No,Yes,Apple,Performance & Speed,"Above 70,000",No,Yes
303,18 - 25,Female,Urban,Graduation,Student,"25,000 - 50,000",Samsung,samsung j6+,"10,000 - 20,000",More than 3 years,Local Retail Store,"Processor performance, Price & affordability, After-Sales Service",Social media,Only when my phone stops working,Offline (Retail Store),No,No,Vivo,"Features (camera, battery, performance, etc)","20,000 - 40,000",Yes,Yes
304,18 - 25,Female,Rural,Graduation,Student,"25,000 - 50,000",Realme,realms a50,"10,000 - 20,000",More than 3 years,Local Retail Store,"Battery life, Display quality, Storage & RAM",Communication,Only when my phone stops working,Offline (Retail Store),No,No,Vivo,"Features (camera, battery, performance, etc)","20,000 - 40,000",Yes,Yes
305,18 - 25,Female,Urban,Graduation,Student,"25,000 - 50,000",Vivo,y33t,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Camera quality, Battery life, Storage & RAM",Communication,Only when my phone stops working,Offline (Retail Store),No,Yes,Apple,5G support,"40,000 - 70,000",No,Yes
306,18 - 25,Female,Rural,Graduation,Student,"25,000 - 50,000",Xiaomi,redmi 9,"Below 10,000",1 - 3 years,Online,"Battery life, Processor performance, Display quality, Storage & RAM, Price & affordability",Communication,Only when my phone stops working,Online,Yes,No,Samsung,"Features (camera, battery, performance, etc)","Above 70,000",Maybe,Yes
307,18 - 25,Female,Urban,Graduation,Student,"25,000 - 50,000",Xiaomi,redmi note 7 pro,"10,000 - 20,000",More than 3 years,Online,"Camera quality, Storage & RAM, Price & affordability",Social media,Only when my phone stops working,Online,No,Yes,OnePlus,5G support,"10,000 - 20,000",Maybe,Yes
308,18 - 25,Female,Urban,Graduation,Student,"10,000 - 25,000",Xiaomi,poco m4,"10,000 - 20,000",1 - 3 years,Online,"Camera quality, Battery life, 5G support",Social media,Only when my phone stops working,Online,Yes,Yes,Realme,Brand reputation,"10,000 - 20,000",Yes,Yes
309,18 - 25,Female,Urban,10th - 12th,Student,"Below 10,000",Oppo,a5,"Below 10,000",1 - 3 years,Local Retail Store,"Camera quality, Battery life, Processor performance, Display quality, Software & UI Experience",Communication,Every 2 years,Online,Yes,Yes,Unknown,Budget/ Price,"Below 10,000",Yes,Yes
310,18 - 25,Female,Urban,10th - 12th,Student,"Below 10,000",Xiaomi,redmi note 12,"10,000 - 20,000",1 - 3 years,Brand Outlet/Showroom,"Camera quality, Battery life, Processor performance, Display quality",Gaming,Only when my phone stops working,Brand Showroom,Yes,No,Vivo,"Features (camera, battery, performance, etc)","10,000 - 20,000",No,Yes
311,18 - 25,Female,Urban,Graduation,Student,"Below 10,000",Realme,realme 8 5g,"10,000 - 20,000",More than 3 years,Local Retail Store,"Camera quality, Battery life, Storage & RAM, 5G support, After-Sales Service",Other,Only when my phone stops working,Online,No,Yes,Samsung,Budget/ Price,"Above 70,000",Maybe,Yes
312,18 - 25,Female,Urban,Graduation,Student,"Below 10,000",Oppo,oppo pro5g,"10,000 - 20,000",More than 3 years,Local Retail Store,"Camera quality, Price & affordability, 5G support",Communication,Only when my phone stops working,Online,No,Yes,OnePlus,Budget/ Price,"20,000 - 40,000",Maybe,Yes
313,18 - 25,Female,Rural,Graduation,Student,"Below 10,000",Oppo,oppo f27,"10,000 - 20,000",Less than 6 months,Brand Outlet/Showroom,"Camera quality, Battery life, 5G support",Social media,Only when my phone stops working,Brand Showroom,No,Yes,Apple,Software updates & longevity,"40,000 - 70,000",Maybe,No
314,18 - 25,Male,Urban,10th - 12th,Student,"Below 10,000",Vivo,vivo 1606,"Below 10,000",More than 3 years,Local Retail Store,"Battery life, Processor performance, Price & affordability, Software & UI Experience",Web browsing,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Motorola,5G support,"10,000 - 20,000",No,No
315,18 - 25,Female,Rural,Graduation,Student,"10,000 - 25,000",Oppo,oppo a16,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Battery life, Display quality, Price & affordability",Communication,Only when my phone stops working,Brand Showroom,Yes,Yes,Apple,5G support,"Above 70,000",Yes,Yes
316,18 - 25,Female,Urban,Graduation,Student,"25,000 - 50,000",Other,poco c55,"Below 10,000",1 - 3 years,Online,"Processor performance, Storage & RAM, Price & affordability",Communication,Only when my phone stops working,Online,No,Yes,Apple,Performance & Speed,"20,000 - 40,000",Maybe,Yes
317,36 - 50,Male,Urban,10th - 12th,Self-Employed,"25,000 - 50,000",Realme,realme 3,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Camera quality, Battery life, Storage & RAM",Communication,Only when my phone stops working,Offline (Retail Store),No,Yes,Oppo,"Features (camera, battery, performance, etc)","10,000 - 20,000",Maybe,No
318,18 - 25,Female,Rural,Graduation,Student,"25,000 - 50,000",Samsung,samsung m12,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Camera quality, Battery life, Price & affordability",Camera,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Vivo,5G support,"20,000 - 40,000",Yes,Yes
319,18 - 25,Female,Urban,Graduation,Student,"10,000 - 25,000",Xiaomi,9 prime,"10,000 - 20,000",More than 3 years,Online,Display quality,Web browsing,Only when my phone stops working,Whichever gives the best deal,No,Yes,Samsung,"Features (camera, battery, performance, etc)","10,000 - 20,000",No,Yes
320,18 - 25,Female,Urban,Graduation,Student,"10,000 - 25,000",Realme,realme 12x 5g,"10,000 - 20,000",Less than 6 months,Online,"Display quality, Storage & RAM, Price & affordability, 5G support",Social media,Only when my phone stops working,Brand Showroom,No,Yes,Samsung,Brand reputation,"Above 70,000",Maybe,No
321,18 - 25,Female,Rural,Graduation,Student,"Below 10,000",Oppo,oppo a 31,"Below 10,000",6 months - 1 year,Local Retail Store,"Camera quality, Storage & RAM, Software & UI Experience, After-Sales Service",Social media,Only when my phone stops working,Offline (Retail Store),No,Yes,Apple,Brand reputation,"10,000 - 20,000",Yes,Yes
322,18 - 25,Female,Urban,Graduation,Student,"50,000 - 1,00,000",Realme,realme lab,"Below 10,000",Less than 6 months,Second hand,"Camera quality, Battery life, Storage & RAM",Social media,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Realme,Budget/ Price,"Below 10,000",Maybe,Yes
323,18 - 25,Female,Rural,10th - 12th,Student,"25,000 - 50,000",Vivo,vivo,"Below 10,000",1 - 3 years,Local Retail Store,"Battery life, Storage & RAM, Price & affordability",Communication,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Vivo,Budget/ Price,"Below 10,000",No,Yes
324,18 - 25,Female,Urban,Graduation,Student,"10,000 - 25,000",Other,redmi mi,"Below 10,000",1 - 3 years,Second hand,Price & affordability,Office works,Only when my phone stops working,Whichever gives the best deal,No,Yes,Unknown,"Features (camera, battery, performance, etc)","10,000 - 20,000",Maybe,Yes
325,26 - 35,Male,Urban,Post-graduation & Above,Employed,"50,000 - 1,00,000",Apple,iphonee 13,"40,000 - 70,000",1 - 3 years,Local Retail Store,"Camera quality, Battery life, Storage & RAM, 5G support",Web browsing,Every 2 years,Offline (Retail Store),Yes,Yes,Apple,Software updates & longevity,"Above 70,000",No,No
326,18 - 25,Male,Rural,Post-graduation & Above,Student,"Below 10,000",Xiaomi,redmi 6,"Below 10,000",More than 3 years,Online,"Processor performance, Storage & RAM, Price & affordability",Other,Only when my phone stops working,Online,Yes,Yes,Samsung,"Features (camera, battery, performance, etc)","10,000 - 20,000",Maybe,No
327,18 - 25,Male,Urban,Post-graduation & Above,Student,"Below 10,000",Oppo,a5,"10,000 - 20,000",More than 3 years,Brand Outlet/Showroom,"Camera quality, Battery life, Processor performance, Display quality, Storage & RAM, Price & affordability, Brand reputation, Software & UI Experience, After-Sales Service",Communication,Only when my phone stops working,Brand Showroom,Yes,Yes,Oppo,Brand reputation,"10,000 - 20,000",Yes,Yes
328,18 - 25,Female,Urban,Graduation,Student,"25,000 - 50,000",Realme,realme c65g,"10,000 - 20,000",Less than 6 months,Local Retail Store,Price & affordability,Social media,Only when my phone stops working,Offline (Retail Store),No,Yes,Samsung,"Features (camera, battery, performance, etc)","20,000 - 40,000",No,Yes
329,18 - 25,Female,Urban,Graduation,Student,"Below 10,000",Realme,realme 12x,"10,000 - 20,000",6 months - 1 year,Online,"Camera quality, Battery life, Storage & RAM",Communication,Only when my phone stops working,Online,No,Yes,Realme,"Features (camera, battery, performance, etc)","10,000 - 20,000",No,Yes
330,18 - 25,Female,Urban,Graduation,Student,"50,000 - 1,00,000",Samsung,samsunga15,"10,000 - 20,000",Less than 6 months,Local Retail Store,"Camera quality, Storage & RAM, Software & UI Experience",Social media,Every 3+ years,Offline (Retail Store),Yes,Yes,Samsung,Budget/ Price,"10,000 - 20,000",Yes,Yes
331,18 - 25,Female,Rural,Graduation,Student,"10,000 - 25,000",Vivo,vivo y33t,"10,000 - 20,000",More than 3 years,Local Retail Store,"Camera quality, Battery life, Storage & RAM",Communication,Only when my phone stops working,Offline (Retail Store),No,Yes,Apple,5G support,"20,000 - 40,000",No,Yes
332,18 - 25,Female,Rural,Graduation,Student,"25,000 - 50,000",Oppo,oppo a7,"10,000 - 20,000",6 months - 1 year,Second hand,"Battery life, Price & affordability, After-Sales Service",Communication,Only when my phone stops working,Whichever gives the best deal,No,Yes,Apple,5G support,"20,000 - 40,000",Maybe,Yes
333,18 - 25,Male,Urban,Graduation,Self-Employed,"10,000 - 25,000",Samsung,samsung galaxy s8+,"Above 70,000",More than 3 years,Local Retail Store,"Camera quality, Processor performance, Display quality, Storage & RAM, Brand reputation, Software & UI Experience",Gaming,Every 3+ years,Offline (Retail Store),No,Yes,Samsung,"Features (camera, battery, performance, etc)","Above 70,000",No,No
334,18 - 25,Male,Urban,Post-graduation & Above,Student,"Above 1,00,000",Samsung,galaxy a30s,"10,000 - 20,000",More than 3 years,Second hand,Price & affordability,Other,Only when my phone stops working,Whichever gives the best deal,No,Yes,Samsung,Software updates & longevity,"Above 70,000",No,No
335,18 - 25,Male,Urban,Graduation,Student,"25,000 - 50,000",Google,google pixel 6,"40,000 - 70,000",1 - 3 years,Local Retail Store,"Camera quality, Display quality, Price & affordability, Brand reputation, 5G support, Software & UI Experience",Social media,Every 3+ years,Brand Showroom,No,Yes,Samsung,Brand reputation,"40,000 - 70,000",No,Yes
336,26 - 35,Male,Urban,Graduation,Employed,"10,000 - 25,000",Xiaomi,redmi 18 pro,"10,000 - 20,000",More than 3 years,Local Retail Store,"Camera quality, Storage & RAM, Price & affordability, 5G support",Communication,Every year,Offline (Retail Store),No,Yes,Samsung,Budget/ Price,"20,000 - 40,000",Yes,No
337,18 - 25,Female,Rural,Graduation,Student,"25,000 - 50,000",Other,tecno spark,"Below 10,000",1 - 3 years,Local Retail Store,"Camera quality, Display quality, Price & affordability",Communication,Only when my phone stops working,Whichever gives the best deal,No,No,Samsung,Budget/ Price,"20,000 - 40,000",Maybe,No
338,26 - 35,Female,Urban,Graduation,Student,"10,000 - 25,000",Oppo,a55,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Camera quality, Battery life, Price & affordability",Communication,Only when my phone stops working,Offline (Retail Store),No,Yes,Oppo,"Features (camera, battery, performance, etc)","10,000 - 20,000",Maybe,Yes
339,18 - 25,Female,Rural,10th - 12th,Employed,"10,000 - 25,000",Oppo,oppo reno 2z,"10,000 - 20,000",1 - 3 years,Online,"Battery life, Display quality, Storage & RAM",Social media,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Oppo,"Features (camera, battery, performance, etc)","20,000 - 40,000",Yes,Yes
340,26 - 35,Male,Urban,10th - 12th,Employed,"10,000 - 25,000",Oppo,oppo reno 6,"20,000 - 40,000",1 - 3 years,Local Retail Store,"Camera quality, Battery life, Storage & RAM",Social media,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Nokia,Brand reputation,"20,000 - 40,000",Yes,No
341,18 - 25,Female,Urban,Graduation,Student,"Above 1,00,000",Xiaomi,redmi9i,"10,000 - 20,000",6 months - 1 year,Online,"Battery life, Storage & RAM, After-Sales Service",Social media,Only when my phone stops working,Whichever gives the best deal,No,Yes,Realme,Performance & Speed,"40,000 - 70,000",Yes,Yes
342,18 - 25,Male,Rural,Graduation,Self-Employed,"50,000 - 1,00,000",Xiaomi,redmi,"20,000 - 40,000",6 months - 1 year,Local Retail Store,"Battery life, Display quality, Storage & RAM",Social media,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Apple,"Features (camera, battery, performance, etc)","40,000 - 70,000",Maybe,Yes
343,18 - 25,Male,Rural,Graduation,Student,"10,000 - 25,000",Other,motorola g64,"20,000 - 40,000",6 months - 1 year,Brand Outlet/Showroom,"Camera quality, Battery life, Storage & RAM, 5G support",Gaming,Only when my phone stops working,Brand Showroom,No,Yes,Samsung,Budget/ Price,"Above 70,000",,
344,18 - 25,Male,Rural,Graduation,Student,"10,000 - 25,000",Xiaomi,redmi note 9,"10,000 - 20,000",1 - 3 years,Brand Outlet/Showroom,"Camera quality, Battery life, Processor performance, Display quality, Storage & RAM",Social media,Only when my phone stops working,Brand Showroom,Yes,Yes,OnePlus,Budget/ Price,"10,000 - 20,000",Yes,Yes
345,18 - 25,Female,Rural,Graduation,Student,"50,000 - 1,00,000",Realme,redmi,"Below 10,000",1 - 3 years,Online,"Camera quality, Battery life, Processor performance",Social media,Only when my phone stops working,Online,Yes,Yes,Apple,Brand reputation,"20,000 - 40,000",Maybe,Yes
346,18 - 25,Male,Urban,10th - 12th,Student,"25,000 - 50,000",Other,nothing,"20,000 - 40,000",Less than 6 months,Local Retail Store,"Camera quality, Storage & RAM, 5G support",Other,Only when my phone stops working,Online,No,Yes,Oppo,5G support,"20,000 - 40,000",Yes,Yes
347,18 - 25,Male,Rural,Graduation,Student,"10,000 - 25,000",Motorola,moto g64,"10,000 - 20,000",6 months - 1 year,Brand Outlet/Showroom,"Camera quality, Battery life, Processor performance",Gaming,Only when my phone stops working,Brand Showroom,Yes,Yes,Samsung,"Features (camera, battery, performance, etc)","Above 70,000",,
348,18 - 25,Female,Urban,Post-graduation & Above,Student,"25,000 - 50,000",Xiaomi,redmi 8,"Below 10,000",More than 3 years,Online,"Processor performance, Storage & RAM, Price & affordability",Web browsing,Only when my phone stops working,Offline (Retail Store),No,No,Samsung,"Features (camera, battery, performance, etc)","10,000 - 20,000",No,Yes
349,18 - 25,Male,Rural,Graduation,Student,"Below 10,000",Samsung,samsung f41,"10,000 - 20,000",More than 3 years,Local Retail Store,"Battery life, Storage & RAM, Price & affordability",Social media,Only when my phone stops working,Offline (Retail Store),Yes,Yes,Apple,"Features (camera, battery, performance, etc)","Above 70,000",Maybe,Yes
350,18 - 25,Male,Rural,Graduation,Student,"Above 1,00,000",Samsung,a35 5g,"20,000 - 40,000",6 months - 1 year,Local Retail Store,"Camera quality, Display quality, Storage & RAM, Price & affordability, 5G support",Social media,Every year,Offline (Retail Store),Yes,Yes,Samsung,"Features (camera, battery, performance, etc)","40,000 - 70,000",Yes,No
351,18 - 25,Female,Urban,10th - 12th,Student,"Below 10,000",Motorola,motog65 5g,"10,000 - 20,000",1 - 3 years,Local Retail Store,"Battery life, Storage & RAM, 5G support",Gaming,Only when my phone stops working,Offline (Retail Store),No,Yes,Samsung,5G support,"20,000 - 40,000",No,No
352,Below 18,Female,Urban,10th - 12th,Student,"25,000 - 50,000",Realme,realme note 9,"10,000 - 20,000",More than 3 years,Local Retail Store,"Camera quality, Battery life, Storage & RAM",Camera,Only when my phone stops working,Offline (Retail Store),No,Yes,Apple,5G support,"20,000 - 40,000",Maybe,Yes
353,18 - 25,Female,Urban,10th - 12th,Student,"25,000 - 50,000",Xiaomi,redmi 9,"Below 10,000",More than 3 years,Local Retail Store,"Battery life, Price & affordability, Brand reputation",Other,Only when my phone stops working,Online,Yes,Yes,Samsung,Budget/ Price,"10,000 - 20,000",Maybe,Yes
354,18 - 25,Female,Urban,10th - 12th,Student,"10,000 - 25,000",Oppo,cph1819,"10,000 - 20,000",More than 3 years,Local Retail Store,"Camera quality, Battery life, Price & affordability",Web browsing,Only when my phone stops working,Brand Showroom,Yes,No,Apple,"Features (camera, battery, performance, etc)","40,000 - 70,000",No,No
355,26 - 35,Male,Urban,Post-graduation & Above,Employed,"50,000 - 1,00,000",Apple,iphonee 16,"Above 70,000",1 - 3 years,Local Retail Store,"Battery life, Processor performance, Price & affordability, 5G support",Social media,Every 3+ years,Offline (Retail Store),No,Yes,Samsung,"Features (camera, battery, performance, etc)","40,000 - 70,000",No,No
356,26 - 35,Male,Rural,Graduation,Self-Employed,"25,000 - 50,000",Vivo,vivo v14,"40,000 - 70,000",1 - 3 years,Brand Outlet/Showroom,"Display quality, Brand reputation, Software & UI Experience",Web browsing,Every 2 years,Brand Showroom,Yes,No,Redmi,Software updates & longevity,"10,000 - 20,000",No,Yes
